,Product_ID,Product_List_Title,Quantity,Unit_Price
183,550,Product 88,2,450.29469629067125
184,557,Product 91,6,420.6959377444349
185,560,Product 55,5,353.55840126456206
186,549,Product 71,9,217.08830653666848
187,516,Product 71,3,307.29854511154383
188,501,Product 68,3,277.7508548781452
189,506,Product 15,9,56.74564588347321
190,532,Product 75,5,351.11651111758334
191,534,Product 78,9,242.22139785689032
192,547,Product 5,9,394.04232281721255
193,509,Product 98,1,24.71274261140248
194,522,Product 96,7,31.510971895072508
195,547,Product 60,2,256.4677905033749
196,552,Product 42,3,237.85466358794952
197,508,Product 37,4,290.577544112191
198,546,Product 83,2,263.8006585791637
199,502,Product 93,2,420.1886176370196
200,538,Product 97,1,137.1924601447741
201,523,Product 74,3,234.27280652805405
202,547,Product 78,7,359.8858344552821
203,529,Product 64,4,113.701590299232
204,543,Product 18,3,53.41630984514274
205,514,Product 89,9,339.7071176130591
206,542,Product 13,7,46.31165706168487
207,511,Product 17,7,128.5277141153157
208,543,Product 15,4,208.2184189311961
209,556,Product 80,8,42.6167166779692
210,511,Product 92,7,256.2893088887639
211,552,Product 37,4,483.3632775130519
212,534,Product 11,3,51.43703526764655
213,536,Product 53,8,446.300663437471
214,544,Product 82,4,256.4677905033749
215,535,Product 75,6,427.7482364105255
216,524,Product 78,1,101.98397878920352
217,504,Product 48,3,142.69510073811657
218,511,Product 29,6,396.753495676646
219,534,Product 1,1,36.62269706322287
220,528,Product 14,6,367.3789491031182
221,510,Product 76,1,222.8576263132388
222,525,Product 11,8,471.934916356115
223,502,Product 59,9,444.185783303472
224,508,Product 84,8,457.75633749789705
225,515,Product 79,6,67.60013707360778
226,518,Product 35,6,256.4677905033749
227,526,Product 73,6,134.1034679261304
228,507,Product 22,5,439.9017220350909
229,522,Product 16,7,356.41847885330094
230,548,Product 67,8,256.4677905033749
231,543,Product 90,6,307.79881471686974
232,549,Product 78,9,442.45433961845015
233,549,Product 40,6,376.61011690393474
234,508,Product 51,5,414.45367542073456
235,506,Product 40,6,198.3339688768261
236,547,Product 28,9,17.199760440927385
237,541,Product 12,4,42.95539784401025
238,519,Product 66,8,251.50364637924883
239,539,Product 5,6,56.50978904261816
240,507,Product 93,3,292.7900671587772
241,539,Product 93,1,256.4677905033749
242,506,Product 90,8,214.9835934101173
243,507,Product 99,3,475.8786267883556
244,508,Product 38,6,446.1691573240472
245,508,Product 22,2,186.6091452993282
246,506,Product 34,3,292.5841754403006
247,502,Product 6,5,430.8202178723958
248,532,Product 78,1,407.33050469388
249,537,Product 45,2,256.4677905033749
250,528,Product 12,4,330.7788365643177
251,531,Product 74,2,256.4677905033749
252,513,Product 46,7,152.347207778996
253,501,Product 73,7,275.462872491106
254,529,Product 76,4,10.663276600579396
255,533,Product 55,6,103.15274839402652
256,520,Product 48,5,189.18356664807197
257,545,Product 52,4,263.1822087608712
258,515,Product 60,1,405.5062133087925
259,521,Product 62,3,480.85087199512407
260,503,Product 31,5,60.258301665959
261,501,Product 10,8,418.0868846262528
262,505,Product 24,2,410.3927895876368
263,550,Product 74,5,141.02699365019524
264,514,Product 50,1,73.54269932987532
265,560,Product 92,7,293.3662157159767
266,555,Product 45,6,487.9181354047446
267,556,Product 61,7,64.64098403742543
268,541,Product 20,3,235.235786497304
269,553,Product 69,3,209.6960852058911
270,512,Product 35,7,496.6949575572524
271,506,Product 28,5,135.66689989821532
272,550,Product 34,6,425.7284357543571
273,537,Product 14,2,256.4677905033749
274,501,Product 79,8,150.94003723140233
275,505,Product 81,6,45.43507287638992
276,550,Product 4,2,145.39636314826828
277,551,Product 82,4,381.8003643410893
278,512,Product 94,3,278.9407458879044
279,532,Product 96,3,256.4677905033749
280,514,Product 53,8,319.3952713970044
281,514,Product 5,2,367.2007202113501
282,517,Product 38,3,310.5129255948157
283,508,Product 97,8,16.735321465559174
284,554,Product 18,1,407.4506472674008
285,533,Product 82,1,371.57952274347247
286,525,Product 88,3,180.5668406524612
287,553,Product 80,7,300.491688448974
288,558,Product 37,1,14.09820411965998
289,560,Product 96,2,406.03525290451887
290,505,Product 74,1,453.9826596358176
291,543,Product 10,3,136.76870465616605
292,514,Product 96,1,170.10384559472
293,522,Product 36,7,82.01172769822274
294,511,Product 61,8,213.72980072642773
295,531,Product 15,3,399.31261680046686
296,547,Product 42,4,308.903634368948
297,559,Product 15,4,349.87284816215964
298,555,Product 89,2,404.162889241962
299,525,Product 52,5,64.1116130714403
300,554,Product 25,5,296.0486624519147
301,541,Product 78,9,290.15553174043686
302,513,Product 45,3,414.1241863000337
303,558,Product 13,8,120.80141231233924
304,552,Product 92,1,217.4342206350668
305,527,Product 62,2,256.5111358821198
306,524,Product 10,9,413.0420492482564
307,503,Product 34,6,486.9574833907624
308,518,Product 5,2,13.84237947823924
309,541,Product 28,8,106.36025662694976
310,546,Product 15,3,175.2312220272185
311,557,Product 77,6,47.66241688532012
312,525,Product 78,5,488.24677340681467
313,540,Product 76,5,233.03427594949164
314,526,Product 97,9,256.4677905033749
315,502,Product 97,4,167.53289361146216
316,533,Product 46,5,47.35721680704659
317,557,Product 56,1,490.7843392904168
318,539,Product 59,2,48.44334999539073
319,548,Product 33,1,256.4677905033749
320,547,Product 54,4,111.06353577971478
321,552,Product 16,5,356.6245300161346
322,535,Product 25,1,355.2316697334482
323,527,Product 44,1,371.9743438560175
324,550,Product 47,3,302.6060999352479
325,536,Product 63,1,282.87043715432696
326,553,Product 91,4,430.7944968812414
327,501,Product 7,9,40.63788491399441
328,517,Product 55,7,256.4677905033749
329,506,Product 42,3,212.68491071013128
330,540,Product 57,2,155.31435698090604
331,555,Product 3,6,299.6538485966731
332,508,Product 36,6,110.11502786549543
333,519,Product 89,7,226.84730225922533
334,512,Product 90,7,192.830083026968
335,508,Product 35,7,247.1547904080761
336,553,Product 10,8,124.75965175390373
337,526,Product 49,3,25.26305546876162
338,536,Product 63,3,10.976146257344432
339,511,Product 82,7,256.4677905033749
340,547,Product 16,2,14.076771691324089
341,523,Product 9,4,332.93225096479387
342,539,Product 72,6,145.7361369197296
343,506,Product 7,9,341.7009836684503
344,532,Product 11,2,186.4247282914794
345,545,Product 61,5,321.6107601450883
346,542,Product 94,9,297.91707684360694
347,514,Product 42,5,307.35500821466815
348,543,Product 89,6,368.87651403860576
349,520,Product 49,4,158.9318310049634
350,548,Product 54,7,350.0352993499768
351,520,Product 89,8,70.94051551025001
352,525,Product 35,7,43.54477247345325
353,502,Product 57,6,256.4677905033749
354,538,Product 70,4,473.8995271724638
355,534,Product 94,4,190.6665137237497
356,529,Product 81,1,386.10813797378
357,521,Product 88,4,371.3387820276319
358,554,Product 95,1,429.70323963648417
359,558,Product 15,5,331.7492261168593
360,549,Product 71,8,82.16502614052456
361,538,Product 49,3,256.4677905033749
362,536,Product 17,8,403.7334531366756
363,554,Product 4,4,87.06387200806053
364,502,Product 7,3,185.32890121563892
365,514,Product 92,4,221.68927452130796
366,533,Product 18,1,445.1779125776776
367,526,Product 36,3,485.6315072507746
368,509,Product 46,3,237.47687467222025
369,533,Product 76,4,246.6894518038561
370,559,Product 81,8,132.01428069345403
371,508,Product 36,3,256.5349115502546
372,544,Product 7,9,90.98940017004914
373,537,Product 62,7,43.493068151879726
374,533,Product 29,9,72.6547325989846
375,549,Product 7,3,172.90351700286888
376,504,Product 50,8,256.4677905033749
377,503,Product 54,5,315.6341115833645
378,503,Product 78,7,350.3740698579266
379,535,Product 4,2,256.4677905033749
380,539,Product 66,6,369.8775267170398
381,539,Product 10,7,334.59266573352335
382,519,Product 83,3,105.53784795114171
383,555,Product 10,2,498.6193534124457
384,553,Product 89,4,156.90225850696558
385,545,Product 80,4,157.51257813881338
386,512,Product 63,9,256.4677905033749
387,550,Product 30,7,373.042987514515
388,511,Product 34,7,107.61548469808602
389,511,Product 75,5,167.61829493317882
390,555,Product 44,6,376.70833134135336
391,536,Product 4,7,299.4125386573725
392,503,Product 79,9,30.78692612137693
393,518,Product 19,2,298.8324548475016
394,530,Product 88,4,260.4532782262426
395,507,Product 63,4,392.3843005497804
396,520,Product 22,3,97.88869418598313
397,545,Product 21,7,225.4728383888752
398,501,Product 22,8,449.7092742375567
399,531,Product 5,4,486.8082998564431
400,543,Product 45,5,154.6923420834922
401,509,Product 97,2,498.1172600144016
402,513,Product 42,9,143.2535593150399
403,531,Product 79,8,190.5399707591237
404,559,Product 46,2,359.39256481081617
405,550,Product 25,2,109.28999072631817
406,512,Product 5,6,10.005701030129408
407,537,Product 13,6,449.98040160925626
408,556,Product 12,7,482.398424080153
409,544,Product 17,5,428.9647987937682
410,533,Product 64,3,151.70184868501542
411,554,Product 3,9,464.2842081406294
412,555,Product 84,8,343.2548238690166
413,516,Product 96,5,256.4677905033749
414,551,Product 81,4,255.30589135450472
415,530,Product 42,9,256.4677905033749
416,533,Product 36,8,423.98696040006223
417,504,Product 53,4,395.8196431086431
418,510,Product 42,2,412.69716382682606
419,529,Product 58,2,65.51871731645745
420,546,Product 41,2,29.099867123953903
421,552,Product 42,5,256.4677905033749
422,540,Product 23,2,137.17547375628425
423,509,Product 56,7,245.6361718354744
424,527,Product 14,8,79.99256275902262
425,551,Product 45,3,172.4667025429249
426,502,Product 49,2,257.7607351767598
427,512,Product 52,1,382.9085172228837
428,519,Product 27,6,234.880853132442
429,524,Product 32,9,228.31540298352652
430,538,Product 61,8,78.99344495741128
431,518,Product 23,7,484.20311798208536
432,512,Product 54,9,148.41458454874305
433,550,Product 39,9,300.8448583356051
434,508,Product 58,2,209.9943285246821
435,509,Product 62,3,374.0119318972901
436,556,Product 53,1,200.0347840592963
437,538,Product 32,2,25.554445032764423
438,554,Product 38,5,447.01735095726
439,508,Product 77,1,287.4285387002847
440,513,Product 30,5,317.92896374114764
441,559,Product 5,9,59.67271980104798
442,539,Product 68,5,129.26437477707992
443,505,Product 36,3,177.53358627169027
444,506,Product 65,6,256.4677905033749
445,539,Product 96,6,338.8671619560474
446,549,Product 33,5,293.61530971085085
447,503,Product 26,2,376.2477592323801
448,539,Product 22,5,403.7065442154735
449,538,Product 92,8,405.4130905331569
450,543,Product 67,4,303.53184770368694
451,550,Product 38,3,108.13818875513668
452,542,Product 60,1,256.4677905033749
453,553,Product 18,5,49.76309748275718
454,501,Product 69,6,222.57053559249948
455,559,Product 20,5,14.86267235263946
456,521,Product 21,9,109.1045484570221
457,522,Product 86,4,122.14897661691452
458,530,Product 32,9,351.632597135722
459,543,Product 1,8,35.39954156866722
460,557,Product 85,7,369.0225347892374
461,553,Product 65,4,273.7826521952996
462,547,Product 9,5,320.02882058681445
463,523,Product 72,4,264.4200396823005
464,544,Product 71,3,302.45741967500214
465,512,Product 85,8,18.304355795894686
466,558,Product 76,8,256.4677905033749
467,524,Product 85,1,357.2951710622856
468,552,Product 39,3,370.9022618840484
469,528,Product 53,7,256.4677905033749
470,530,Product 9,6,82.17849169669547
471,507,Product 98,9,47.7161179966283
472,546,Product 57,8,131.70796828417167
473,545,Product 60,6,432.6938308630977
474,503,Product 53,3,150.83070226813408
475,547,Product 3,3,402.0017060642039
476,512,Product 70,3,35.47478246907667
477,504,Product 9,8,256.4677905033749
478,511,Product 97,8,459.5680631346752
479,525,Product 20,5,15.59481189249608
480,534,Product 18,9,222.45556838998104
481,524,Product 47,2,12.603603077489511
482,525,Product 49,2,373.7040617275527
483,512,Product 69,3,59.47927234070293
484,550,Product 92,7,113.5035974217362
485,526,Product 95,5,191.0913577191189
486,504,Product 16,2,40.71791459471427
487,560,Product 92,1,130.83578113923207
488,559,Product 89,2,55.11282318041296
489,560,Product 97,7,165.61752967794718
490,503,Product 44,6,387.8501797674245
491,503,Product 35,4,301.614520703784
492,545,Product 88,3,256.4677905033749
493,545,Product 63,8,255.2957498658067
494,555,Product 48,5,463.8350935315732
495,525,Product 40,6,294.2435289880328
496,535,Product 58,5,336.5288526533212
497,502,Product 61,6,490.77714001352433
498,519,Product 32,8,442.02839980331896
499,526,Product 58,5,256.4677905033749
500,533,Product 6,4,61.62881190291967
501,548,Product 32,5,314.9826843673384
502,509,Product 68,2,43.07624787507275
503,518,Product 68,6,387.37752376097706
504,515,Product 88,8,28.409834295464616
505,512,Product 83,5,255.1761286456247
506,540,Product 7,7,256.4677905033749
507,505,Product 1,1,340.0862545627048
508,521,Product 43,8,210.7388161542364
509,536,Product 6,8,18.88078011240757
510,527,Product 33,1,403.29375305293553
511,520,Product 18,2,15.956818023919537
512,551,Product 85,7,220.18272338077068
513,515,Product 29,6,256.4677905033749
514,544,Product 77,9,434.3868604697288
515,501,Product 55,8,207.7644911571797
516,545,Product 6,6,472.92076680370906
517,514,Product 4,8,325.96797597093376
518,557,Product 71,1,208.10197615488585
519,511,Product 29,3,315.08896146334246
520,513,Product 36,4,222.40139405026085
521,513,Product 82,5,141.73822204727483
522,512,Product 89,6,142.4927103284175
523,533,Product 40,9,265.51522297352125
524,534,Product 42,5,35.65395989186148
525,537,Product 10,4,32.95743517852553
526,553,Product 3,5,256.4677905033749
527,513,Product 60,5,397.8635192697713
528,530,Product 29,3,86.54121865644477
529,553,Product 67,9,306.76256576847163
530,530,Product 98,1,142.99059641889005
531,505,Product 81,5,270.159462421926
532,554,Product 33,8,301.69860030446966
533,520,Product 26,1,89.8873150964796
534,553,Product 94,2,123.86831829746345
535,547,Product 78,1,490.7477748552885
536,554,Product 16,1,434.71747370794014
537,549,Product 17,2,388.6766909122653
538,547,Product 48,5,325.6331185231988
539,520,Product 82,3,314.43330003430896
540,522,Product 84,4,127.79546731781838
541,542,Product 52,2,209.48217967155756
542,504,Product 81,1,256.4677905033749
543,505,Product 41,7,420.3098690873738
544,523,Product 90,3,356.47237386068207
545,546,Product 53,5,471.1491981415001
546,557,Product 78,3,328.2593755566492
547,549,Product 96,4,409.3204669848642
548,518,Product 73,7,346.63944058658893
549,520,Product 48,7,242.16681591499383
550,510,Product 99,2,396.57691117024353
551,527,Product 84,2,180.9220616450449
552,515,Product 12,1,128.56879385535223
553,516,Product 22,8,256.4677905033749
554,541,Product 56,5,172.77360622664625
555,550,Product 35,9,393.1603888074
556,516,Product 28,9,183.9130838297349
557,526,Product 61,4,89.72287446619728
558,529,Product 50,8,141.12041159670602
559,513,Product 64,2,120.75420892983986
560,535,Product 41,2,274.1563308406443
561,543,Product 20,2,163.32462316468764
562,517,Product 21,7,163.54047961672015
563,544,Product 80,8,184.874127833844
564,518,Product 58,3,111.46714651331908
565,525,Product 52,2,48.04817398908648
566,542,Product 70,7,238.49178050868332
567,545,Product 48,7,174.44912259222292
568,529,Product 93,5,205.52730564479305
569,560,Product 50,2,117.58142238260297
570,526,Product 25,1,413.2620644704661
571,529,Product 23,3,349.1160870419408
572,541,Product 96,4,404.49425606287474
573,527,Product 38,7,211.48384381734712
574,552,Product 90,1,67.42991378331438
575,557,Product 46,3,392.8477093161795
576,531,Product 71,4,256.4677905033749
577,544,Product 85,8,256.4677905033749
578,542,Product 12,7,305.78222827409377
579,536,Product 81,4,336.7552217397725
580,522,Product 45,2,255.05524851754723
581,520,Product 74,3,272.6081886375379
582,547,Product 66,2,366.2578131915412
583,534,Product 67,7,128.5465233546095
584,521,Product 15,5,360.06784039490867
585,521,Product 16,3,295.6337678340889
586,560,Product 13,5,405.26587598314006
587,542,Product 60,8,276.8035099608939
588,525,Product 11,1,196.45367783624832
589,556,Product 58,5,419.5547046761528
590,539,Product 52,6,253.1667889123572
591,533,Product 30,3,442.62826009417387
592,538,Product 71,6,179.21755659999505
593,529,Product 34,3,148.4114889213018
594,555,Product 76,9,256.4677905033749
595,541,Product 84,9,454.8704089520135
596,534,Product 84,1,232.629257303151
597,558,Product 84,7,392.509541538523
598,551,Product 97,6,150.85621579965257
599,553,Product 11,2,191.76109399730493
600,508,Product 72,4,32.00653650785177
601,550,Product 82,2,14.43653917438178
602,512,Product 87,8,476.5886749918214
603,536,Product 91,5,405.2798246504222
604,522,Product 18,1,359.47137280848267
605,505,Product 37,2,339.5056440322641
606,529,Product 84,9,345.7158118384972
607,535,Product 80,5,261.78868746131616
608,559,Product 18,5,256.4677905033749
609,517,Product 20,1,192.15225450410185
610,515,Product 51,3,15.93052722029264
611,544,Product 19,4,47.04646990220788
612,515,Product 13,5,107.50614809012404
613,549,Product 34,9,107.6424648687324
614,535,Product 67,3,258.459226901972
615,510,Product 8,7,84.28158665204869
616,544,Product 16,1,86.67359084176428
617,511,Product 71,8,272.4717336803135
618,516,Product 97,6,152.12231066159407
619,521,Product 69,1,335.46749864459446
620,549,Product 40,8,320.8382075471268
621,521,Product 12,4,202.438064202994
622,502,Product 50,7,242.38496027870727
623,514,Product 81,1,350.35175935410984
624,546,Product 1,3,445.4429493300453
625,519,Product 57,5,470.9844150465229
626,502,Product 25,3,131.19675475135085
627,505,Product 96,5,128.33327777586524
628,518,Product 4,4,95.8586683318554
629,536,Product 79,8,410.22193858776166
630,539,Product 76,7,305.71161706125554
631,539,Product 88,8,382.8171521560831
632,532,Product 42,3,269.53326473335375
633,533,Product 69,7,60.23282239257248
634,515,Product 75,4,10.065999572197809
635,557,Product 9,3,256.4677905033749
636,508,Product 87,9,326.7647834025859
637,504,Product 27,9,214.0871716329007
638,511,Product 13,5,256.4677905033749
639,524,Product 50,9,378.3560262739618
640,555,Product 87,9,448.1062082412929
641,549,Product 38,5,284.73236452008547
642,517,Product 36,6,163.77513602996362
643,555,Product 2,1,458.1288452857939
644,555,Product 66,3,130.2226339414434
645,541,Product 89,2,297.0737463422244
646,517,Product 32,3,297.5988882138645
647,523,Product 30,5,89.06777251713801
648,517,Product 91,5,471.429073462435
649,522,Product 48,3,476.2006070772978
650,534,Product 98,9,451.9506964070835
651,509,Product 70,4,256.4677905033749
652,514,Product 87,3,331.810471102533
653,515,Product 41,3,381.9125884357462
654,532,Product 80,6,73.739528216184
655,527,Product 88,2,42.56702963037334
656,537,Product 95,3,256.4677905033749
657,543,Product 62,1,478.0064515729337
658,514,Product 91,3,400.1583107652706
659,556,Product 91,9,356.2486362405677
660,551,Product 19,7,91.2173921118764
661,508,Product 72,8,179.14418216216316
662,546,Product 27,7,115.05917666665064
663,516,Product 96,6,144.8912245914115
664,513,Product 18,5,310.66601597635463
665,522,Product 1,6,243.6810521693053
666,508,Product 24,9,340.2697603388084
667,506,Product 58,7,393.0936930390184
668,506,Product 94,3,410.3172145632
669,560,Product 91,1,144.60486937346707
670,560,Product 82,4,408.9215859396693
671,504,Product 6,6,296.01965798836835
672,507,Product 8,4,253.3807571807938
673,560,Product 33,4,45.80996539323735
674,530,Product 35,8,147.69220446526967
675,522,Product 34,5,469.60296340260817
676,538,Product 89,2,256.4677905033749
677,503,Product 34,4,459.9371524709642
678,516,Product 92,7,195.75608384924877
679,531,Product 46,4,68.06628556309425
680,509,Product 47,3,333.1602766339774
681,529,Product 72,3,376.6943682962125
682,522,Product 87,3,256.4677905033749
683,543,Product 25,4,183.59295033643568
684,544,Product 84,6,122.0516220057683
685,517,Product 41,4,481.756491624071
686,508,Product 70,1,479.2146973910705
687,559,Product 19,4,367.142106712274
688,527,Product 1,7,59.92727015234663
689,511,Product 5,2,255.1965613979986
690,545,Product 77,4,266.0625336750051
691,507,Product 81,4,169.0107820859176
692,538,Product 52,8,382.05332839005206
693,547,Product 86,2,92.07063365611278
694,559,Product 52,3,475.9550113062487
695,520,Product 56,5,256.4677905033749
696,520,Product 2,5,93.16693000269235
697,551,Product 81,4,256.4677905033749
698,541,Product 55,7,75.57589786984964
699,557,Product 47,8,232.83452785080397
700,505,Product 43,1,330.5250411436581
701,550,Product 36,4,256.4677905033749
702,519,Product 8,7,182.99469188414812
703,515,Product 32,4,33.61114607271515
704,556,Product 88,8,257.3498431692188
705,517,Product 56,2,256.4677905033749
706,501,Product 19,7,55.38648669516993
707,535,Product 90,4,272.4213692910396
708,557,Product 72,1,160.32053376584918
709,531,Product 9,1,280.8264671020872
710,502,Product 46,9,470.1435549306429
711,543,Product 21,2,51.70070819869483
712,512,Product 12,6,132.7292704083245
713,520,Product 64,9,358.7441748155639
714,555,Product 93,8,230.62458061001627
715,560,Product 33,1,257.91937479011654
716,548,Product 43,3,256.4677905033749
717,534,Product 25,9,468.7775045197741
718,534,Product 73,5,14.428849848853169
719,530,Product 97,4,398.4514756506783
720,508,Product 96,1,190.94757740561516
721,541,Product 50,7,59.88380464527308
722,530,Product 35,1,403.3773580640053
723,559,Product 70,3,19.470539149624507
724,529,Product 23,6,145.32308333224074
725,520,Product 14,1,203.6141447296366
726,516,Product 11,9,442.6669741665888
727,556,Product 69,7,428.9372695851224
728,536,Product 87,4,169.3924029972564
729,560,Product 96,4,264.3258172634789
730,558,Product 10,1,464.8092280758362
731,515,Product 25,4,454.8408718029317
732,529,Product 99,2,354.88997490082227
733,517,Product 51,5,186.51462021220965
734,526,Product 74,7,89.21900375611133
735,532,Product 92,9,132.4789037348344
