,Transaction_ID,Customer_ID,Product_ID,Date,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
33,651,1081,546,2020-01-01 09:56:45.405405405,5096.553818483975,0.15,Reseller,High,WH-2,Regular,Pending,Satisfied,True,Damaged,Wire Transfer,True,East,Canada
34,779,1012,526,2020-01-06 08:38:55.135135135,6016.129646141524,0.05,Reseller,Critical,WH-3,2-Day,Backorder,Satisfied,False,Late,Wire Transfer,True,North,Canada
35,902,1004,531,2020-01-02 16:51:53.513513513,4293.659511892614,0.15,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,True,North,Mexico
36,228,1070,525,2020-01-04 01:17:50.270270270,1607.5392082791188,0.2,Partner,Low,WH-2,2-Day,Delivered,Neutral,True,Not Specified,Credit Card,False,South,USA
37,34,1074,529,2020-01-03 19:40:32.432432432,4028.93899493158,0.15,Reseller,Low,WH-1,2-Day,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,True,South,Canada
38,612,1007,538,2020-01-02 03:14:35.675675675,3887.663671868953,0.1,Direct,High,WH-2,Regular,Cancelled,Neutral,True,Not Specified,Cash,True,South,Canada
39,234,1070,511,2020-01-04 03:01:37.297297297,9349.77168594007,0.0,Reseller,High,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Cash,True,West,Mexico
40,50,1092,545,2020-01-07 04:19:27.567567567,2167.170460122895,0.0,Online,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Late,Wire Transfer,False,West,Mexico
41,8,1085,536,2020-01-01 04:19:27.567567567,5852.379462596614,0.05,Partner,Medium,WH-3,Regular,Backorder,Satisfied,True,Damaged,Cash,False,West,Canada
42,330,1064,546,2020-01-06 22:29:11.351351351,2226.899238564938,0.15,Partner,Medium,WH-2,2-Day,Backorder,Unsatisfied,True,Unknown,Cash,False,West,Mexico
43,822,1040,525,2020-01-09 09:56:45.405405405,5096.553818483975,0.2,Online,Critical,WH-2,2-Day,Pending,Satisfied,True,Wrong Item,PayPal,False,North,USA
44,804,1082,533,2020-01-08 23:08:06.486486486,3854.4774449147,0.05,Online,Low,WH-3,Overnight,Cancelled,Satisfied,False,Not Specified,PayPal,False,East,Canada
45,875,1048,550,2020-01-08 21:11:21.081081081,4446.708505624851,0.05,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,West,Canada
46,932,1003,501,2020-01-04 14:42:09.729729729,3876.6737049585863,0.05,Partner,Medium,WH-3,2-Day,Delivered,Neutral,False,Unknown,Credit Card,False,South,USA
47,336,1011,553,2020-01-09 16:00:00.000000000,8853.637048945504,0.2,Partner,Low,WH-1,Express,Pending,Neutral,True,Damaged,PayPal,True,North,USA
48,881,1049,522,2020-01-05 18:35:40.540540540,5096.553818483975,0.2,Partner,Low,WH-2,Regular,Pending,Neutral,False,Damaged,Wire Transfer,False,North,USA
49,322,1075,512,2020-01-06 11:27:34.054054054,2925.695550750819,0.0,Reseller,Medium,WH-2,2-Day,Delivered,Neutral,False,Damaged,Credit Card,True,North,Canada
50,980,1062,552,2020-01-05 03:27:34.054054054,5982.612282685112,0.2,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Damaged,Cash,True,South,Mexico
51,374,1070,560,2020-01-01 07:47:01.621621621,4253.975325986898,0.1,Reseller,High,WH-1,Regular,Cancelled,Unsatisfied,False,Damaged,Cash,True,West,USA
52,54,1026,519,2020-01-06 02:22:42.162162162,6625.079861479777,0.05,Online,Low,WH-1,Express,Pending,Neutral,False,Wrong Item,Cash,False,East,Canada
53,997,1097,516,2020-01-08 09:56:45.405405405,1274.9617933079762,0.1,Direct,Critical,WH-3,Express,Delivered,Neutral,True,Late,PayPal,False,South,Canada
54,169,1099,560,2020-01-08 20:19:27.567567567,597.7027113890742,0.05,Reseller,Low,WH-1,Overnight,Pending,Neutral,False,Late,Credit Card,True,North,Canada
55,427,1069,556,2020-01-02 17:56:45.405405405,6089.346099339957,0.05,Online,High,WH-3,2-Day,Delivered,Unsatisfied,True,Late,Wire Transfer,False,South,Canada
56,801,1059,535,2020-01-05 13:11:21.081081081,5096.553818483975,0.2,Direct,Critical,WH-1,Overnight,Backorder,Unsatisfied,True,Late,Wire Transfer,False,West,USA
57,592,1008,502,2020-01-06 21:37:17.837837837,6520.260197772526,0.05,Online,Medium,WH-1,Express,Delivered,Satisfied,False,Damaged,PayPal,False,North,Mexico
58,764,1062,522,2020-01-02 16:51:53.513513513,1261.7741897150763,0.1,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Wrong Item,PayPal,False,North,Mexico
59,853,1093,503,2020-01-01 06:03:14.594594594,9486.723453533194,0.1,Partner,Medium,WH-1,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,West,USA
60,211,1018,524,2020-01-05 17:17:50.270270270,3481.841726892759,0.05,Online,High,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Credit Card,False,East,USA
61,493,1038,520,2020-01-03 07:08:06.486486486,1983.9143253406933,0.0,Online,Low,WH-3,Express,Delivered,Satisfied,True,Not Specified,Credit Card,False,South,Canada
62,930,1017,556,2020-01-05 18:48:38.918918918,9919.561370360172,0.05,Partner,Low,WH-3,Regular,Pending,Neutral,False,Not Specified,Wire Transfer,True,East,Canada
63,916,1005,508,2020-01-07 01:04:51.891891891,1829.8800788567476,0.0,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Late,Wire Transfer,False,South,Canada
64,701,1002,515,2020-01-05 21:37:17.837837837,7684.411018513126,0.05,Partner,Low,WH-1,Express,Backorder,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,USA
65,88,1052,514,2020-01-06 01:17:50.270270270,5096.553818483975,0.15,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,False,Late,Credit Card,True,East,USA
66,937,1073,506,2020-01-02 06:42:09.729729729,6140.916003462796,0.0,Online,Low,WH-1,Express,Cancelled,Satisfied,False,Wrong Item,Cash,False,West,Mexico
67,364,1097,521,2020-01-04 02:35:40.540540540,5098.195438839339,0.0,Online,Critical,WH-1,Regular,Backorder,Neutral,True,Not Specified,PayPal,False,South,Canada
68,885,1059,544,2020-01-02 13:11:21.081081081,2750.777942018873,0.1,Online,Low,WH-2,Regular,Cancelled,Neutral,True,Late,PayPal,False,West,USA
69,462,1011,530,2020-01-02 17:17:50.270270270,1962.04909459085,0.15,Reseller,High,WH-2,Express,Pending,Satisfied,False,Late,Wire Transfer,False,North,USA
70,301,1040,547,2020-01-07 09:17:50.270270270,5018.163822309079,0.15,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,False,Damaged,Cash,True,South,Canada
71,886,1037,502,2020-01-06 20:58:22.702702702,1421.173874171535,0.0,Online,Medium,WH-3,Regular,Cancelled,Satisfied,True,Unknown,Wire Transfer,False,West,Canada
72,528,1061,531,2020-01-08 19:14:35.675675675,8545.42863207505,0.2,Partner,High,WH-1,Express,Cancelled,Satisfied,True,Late,Cash,False,West,Mexico
73,569,1083,526,2020-01-08 12:58:22.702702702,5857.235884178425,0.1,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Not Specified,Cash,True,West,USA
74,787,1016,560,2020-01-06 12:06:29.189189189,1318.255321104963,0.2,Online,High,WH-2,Regular,Backorder,Unsatisfied,True,Wrong Item,PayPal,False,South,USA
75,762,1047,554,2020-01-06 23:21:04.864864864,6072.927223694795,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Damaged,PayPal,True,South,Mexico
76,120,1008,515,2020-01-08 21:50:16.216216216,5262.118623944429,0.15,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,True,Unknown,Wire Transfer,False,North,Mexico
77,614,1023,506,2020-01-09 04:06:29.189189189,622.5259630004916,0.0,Direct,High,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Wire Transfer,True,North,Canada
78,938,1068,522,2020-01-04 17:30:48.648648648,5968.137572080779,0.15,Direct,Low,WH-1,Regular,Cancelled,Neutral,True,Not Specified,Credit Card,False,South,Mexico
79,460,1041,510,2020-01-05 15:21:04.864864864,8151.60712834987,0.05,Partner,High,WH-3,Regular,Delivered,Neutral,False,Damaged,Cash,True,West,Mexico
80,217,1083,521,2020-01-08 03:53:30.810810810,5096.553818483975,0.15,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,True,Unknown,Credit Card,False,East,USA
81,10,1063,538,2020-01-02 02:09:43.783783783,1802.91063745106,0.05,Online,High,WH-3,Regular,Backorder,Unsatisfied,True,Not Specified,Wire Transfer,False,South,Mexico
82,51,1095,535,2020-01-09 14:55:08.108108108,5893.409520345019,0.0,Partner,Low,WH-1,Express,Cancelled,Satisfied,False,Not Specified,Credit Card,True,South,Canada
83,688,1098,521,2020-01-07 19:53:30.810810810,2304.3932963468287,0.0,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,True,Late,PayPal,True,North,Canada
84,243,1055,532,2020-01-06 16:38:55.135135135,8109.3166538319665,0.05,Reseller,Critical,WH-3,Regular,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
85,961,1079,557,2020-01-07 01:56:45.405405405,3237.7529966155303,0.2,Online,Low,WH-2,Regular,Cancelled,Satisfied,True,Unknown,Credit Card,False,East,Mexico
86,265,1075,552,2020-01-05 05:50:16.216216216,4596.7217630198,0.05,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,True,Unknown,PayPal,False,West,Canada
87,525,1086,529,2020-01-07 03:14:35.675675675,1696.5743656039035,0.05,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,True,Wrong Item,Credit Card,True,West,USA
88,967,1018,523,2020-01-05 20:32:25.945945945,6055.864207405013,0.15,Partner,Low,WH-3,Overnight,Delivered,Neutral,True,Late,Credit Card,False,North,Canada
89,245,1003,516,2020-01-09 18:09:43.783783783,5980.145120760652,0.1,Direct,Critical,WH-1,Express,Pending,Neutral,True,Late,Credit Card,False,East,USA
90,346,1026,537,2020-01-06 18:09:43.783783783,6536.436390188143,0.2,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,False,Damaged,Wire Transfer,False,South,USA
91,390,1057,506,2020-01-06 06:42:09.729729729,2221.2411509757867,0.0,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,False,Wrong Item,Wire Transfer,True,South,USA
92,133,1051,527,2020-01-01 13:50:16.216216216,6279.035250073831,0.2,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,Cash,True,West,USA
93,159,1056,549,2020-01-09 08:51:53.513513513,6308.904306643778,0.0,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
94,378,1051,551,2020-01-01 21:11:21.081081081,8151.585408936801,0.15,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,False,Wrong Item,PayPal,True,South,USA
95,458,1078,510,2020-01-08 08:12:58.378378378,2032.98990468964,0.15,Partner,Low,WH-2,Overnight,Cancelled,Neutral,False,Not Specified,PayPal,True,West,USA
96,653,1009,510,2020-01-07 17:56:45.405405405,6382.1409859754485,0.0,Online,Critical,WH-3,Regular,Backorder,Neutral,True,Late,Cash,True,West,USA
97,831,1025,539,2020-01-08 14:03:14.594594594,985.9269533937776,0.05,Direct,Medium,WH-1,Regular,Backorder,Satisfied,False,Late,Cash,False,North,Canada
98,626,1020,507,2020-01-05 09:17:50.270270270,1402.1701146695768,0.1,Partner,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Wire Transfer,False,South,Mexico
99,431,1038,502,2020-01-07 04:32:25.945945946,3114.7722198515785,0.05,Reseller,Low,WH-1,Express,Cancelled,Satisfied,False,Damaged,Credit Card,True,North,USA
100,923,1099,528,2020-01-02 21:50:16.216216216,6916.832430696043,0.15,Direct,Critical,WH-3,2-Day,Pending,Neutral,False,Not Specified,PayPal,True,South,Canada
101,315,1095,542,2020-01-06 11:40:32.432432432,3869.328947358287,0.05,Partner,Critical,WH-3,2-Day,Delivered,Satisfied,True,Not Specified,Credit Card,False,East,Canada
102,526,1092,557,2020-01-07 19:53:30.810810810,9801.939773455848,0.0,Reseller,Critical,WH-2,Overnight,Delivered,Satisfied,False,Wrong Item,Cash,False,West,USA
103,667,1070,526,2020-01-04 04:58:22.702702702,1317.3054918129606,0.2,Partner,Medium,WH-2,2-Day,Pending,Neutral,True,Late,Cash,False,East,Canada
104,311,1024,526,2020-01-03 15:21:04.864864864,6321.560437596849,0.0,Reseller,High,WH-3,Express,Backorder,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
105,627,1011,525,2020-01-03 03:01:37.297297297,3491.7252235945093,0.0,Direct,Medium,WH-1,Overnight,Cancelled,Satisfied,False,Wrong Item,Cash,False,North,Canada
106,908,1054,530,2020-01-08 09:56:45.405405405,7443.268284873524,0.0,Online,Medium,WH-1,Express,Pending,Neutral,True,Wrong Item,Credit Card,False,South,Mexico
107,553,1047,538,2020-01-07 12:58:22.702702702,3653.729294990532,0.1,Partner,High,WH-3,2-Day,Delivered,Neutral,True,Wrong Item,PayPal,True,West,USA
108,724,1033,518,2020-01-01 07:21:04.864864864,4699.317498845673,0.15,Reseller,Medium,WH-2,2-Day,Backorder,Satisfied,False,Late,Credit Card,True,South,USA
109,498,1034,537,2020-01-07 14:42:09.729729729,5989.166977385305,0.0,Partner,Low,WH-2,2-Day,Pending,Unsatisfied,True,Damaged,Credit Card,True,West,Mexico
110,331,1022,536,2020-01-07 20:58:22.702702702,1989.720700509654,0.2,Online,High,WH-1,Overnight,Delivered,Unsatisfied,False,Unknown,Wire Transfer,False,South,Canada
111,45,1004,540,2020-01-07 07:08:06.486486486,4812.9041563971405,0.05,Reseller,High,WH-1,Regular,Delivered,Neutral,False,Wrong Item,Cash,True,West,Mexico
112,327,1035,558,2020-01-05 04:06:29.189189189,5096.553818483975,0.15,Online,Low,WH-1,Overnight,Cancelled,Neutral,False,Late,PayPal,False,North,Canada
113,555,1092,547,2020-01-08 16:25:56.756756756,629.9829402264705,0.2,Reseller,High,WH-1,Regular,Backorder,Neutral,False,Late,Wire Transfer,True,North,Canada
114,565,1003,530,2020-01-04 01:43:47.027027027,9670.375874488798,0.15,Reseller,Critical,WH-3,2-Day,Delivered,Unsatisfied,True,Unknown,Credit Card,True,South,USA
115,574,1092,512,2020-01-09 22:29:11.351351351,3739.106428637804,0.15,Reseller,High,WH-1,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,True,North,Mexico
116,890,1039,534,2020-01-01 12:19:27.567567567,5695.824321862031,0.0,Partner,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Cash,True,West,Canada
117,449,1068,523,2020-01-03 11:40:32.432432432,1293.4866894601782,0.1,Direct,Low,WH-3,Overnight,Backorder,Satisfied,True,Wrong Item,Credit Card,False,North,Canada
118,509,1070,505,2020-01-06 23:08:06.486486486,9377.113868157694,0.1,Reseller,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,True,East,Mexico
119,735,1073,544,2020-01-06 13:11:21.081081081,4313.886901345911,0.0,Reseller,High,WH-1,Express,Cancelled,Neutral,False,Not Specified,Wire Transfer,False,East,Mexico
120,684,1031,544,2020-01-05 15:21:04.864864864,7437.106318693867,0.2,Reseller,Critical,WH-2,Regular,Pending,Unsatisfied,False,Damaged,Cash,True,North,Canada
121,71,1014,536,2020-01-07 23:47:01.621621621,5096.553818483975,0.2,Online,Medium,WH-3,Regular,Pending,Unsatisfied,False,Damaged,PayPal,True,East,Canada
122,730,1062,525,2020-01-09 07:08:06.486486486,9568.376324158702,0.1,Reseller,Medium,WH-1,Express,Backorder,Unsatisfied,True,Damaged,PayPal,False,South,Canada
123,124,1025,511,2020-01-02 22:42:09.729729729,4662.696825859272,0.0,Reseller,High,WH-1,Express,Delivered,Neutral,False,Wrong Item,Wire Transfer,True,West,Mexico
124,931,1088,544,2020-01-04 23:08:06.486486486,2478.996205080921,0.05,Reseller,High,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,PayPal,True,South,USA
125,882,1088,506,2020-01-01 08:12:58.378378378,7422.234700247725,0.0,Reseller,Low,WH-2,Regular,Backorder,Satisfied,False,Damaged,Credit Card,True,West,USA
126,624,1047,524,2020-01-06 00:51:53.513513513,4192.900304827193,0.0,Partner,High,WH-1,Express,Cancelled,Unsatisfied,True,Late,Wire Transfer,False,East,Canada
127,546,1030,550,2020-01-08 22:42:09.729729729,6256.971189074742,0.2,Partner,Medium,WH-3,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Mexico
128,755,1059,545,2020-01-07 15:34:03.243243243,1862.9598416711904,0.1,Reseller,Medium,WH-1,2-Day,Backorder,Satisfied,False,Late,Credit Card,False,North,USA
129,591,1092,528,2020-01-08 09:04:51.891891891,6787.428558582983,0.1,Direct,Critical,WH-2,Overnight,Backorder,Unsatisfied,True,Unknown,Wire Transfer,False,East,Canada
130,990,1033,530,2020-01-08 22:42:09.729729729,2387.123480525355,0.05,Direct,High,WH-3,Overnight,Pending,Neutral,False,Not Specified,Credit Card,True,South,Canada
131,122,1004,529,2020-01-08 03:01:37.297297297,831.6597502341262,0.0,Reseller,Medium,WH-3,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,False,North,USA
132,873,1037,538,2020-01-08 01:56:45.405405405,4402.493694996312,0.2,Direct,High,WH-1,Express,Delivered,Unsatisfied,True,Wrong Item,Wire Transfer,True,South,Canada
133,620,1060,519,2020-01-08 05:11:21.081081081,1308.0356621477904,0.1,Direct,Low,WH-2,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
134,372,1039,544,2020-01-06 20:45:24.324324324,9794.370477040138,0.15,Partner,Critical,WH-3,Express,Cancelled,Unsatisfied,True,Not Specified,Credit Card,False,West,Mexico
135,354,1072,551,2020-01-05 06:03:14.594594594,8332.479417243216,0.1,Online,Low,WH-3,2-Day,Cancelled,Neutral,True,Wrong Item,PayPal,False,South,Mexico
136,697,1092,525,2020-01-09 04:06:29.189189189,7170.02081408103,0.0,Partner,High,WH-1,Express,Cancelled,Satisfied,False,Unknown,Cash,True,West,USA
137,829,1093,542,2020-01-07 14:16:12.972972973,2421.792517002935,0.0,Online,Medium,WH-1,Overnight,Delivered,Neutral,True,Wrong Item,Credit Card,True,West,USA
138,583,1088,531,2020-01-08 21:24:19.459459459,8025.816350615923,0.0,Reseller,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,True,South,Mexico
139,125,1067,552,2020-01-07 20:58:22.702702702,8472.213752312837,0.0,Reseller,High,WH-1,2-Day,Pending,Neutral,True,Not Specified,Credit Card,False,East,Mexico
140,128,1027,547,2020-01-05 10:22:42.162162162,4765.868295336196,0.15,Direct,Critical,WH-1,2-Day,Pending,Satisfied,True,Not Specified,Wire Transfer,True,North,USA
141,887,1061,538,2020-01-07 18:48:38.918918919,5096.553818483975,0.2,Direct,Medium,WH-3,2-Day,Delivered,Unsatisfied,False,Damaged,Cash,False,West,Canada
142,789,1017,510,2020-01-05 00:00:00.000000000,3163.180149238419,0.0,Reseller,Low,WH-3,Express,Pending,Neutral,True,Not Specified,Wire Transfer,False,East,USA
143,709,1021,504,2020-01-06 04:32:25.945945946,4089.472530408273,0.0,Partner,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Damaged,PayPal,True,East,Canada
144,70,1085,532,2020-01-03 04:06:29.189189189,1858.5106653244009,0.15,Online,Low,WH-1,Regular,Delivered,Satisfied,True,Late,PayPal,False,South,Canada
145,618,1036,541,2020-01-05 14:42:09.729729729,5874.577030826247,0.2,Direct,High,WH-3,Overnight,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
146,262,1057,530,2020-01-04 08:38:55.135135135,9843.888461879798,0.1,Reseller,High,WH-1,Regular,Pending,Satisfied,False,Wrong Item,Wire Transfer,True,East,USA
147,426,1027,514,2020-01-02 04:58:22.702702702,882.451028587705,0.1,Direct,Low,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,North,USA
148,777,1082,516,2020-01-08 22:16:12.972972973,4351.516838821972,0.0,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,False,Damaged,Cash,False,South,USA
149,840,1042,504,2020-01-03 06:29:11.351351351,1175.978949340143,0.1,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Cash,True,East,USA
150,48,1032,560,2020-01-02 16:51:53.513513513,2365.982550784165,0.2,Partner,Critical,WH-2,2-Day,Backorder,Neutral,False,Late,Credit Card,True,South,USA
151,594,1035,506,2020-01-04 07:47:01.621621621,654.3127104898101,0.15,Online,Critical,WH-3,Regular,Pending,Neutral,True,Wrong Item,Wire Transfer,False,East,Mexico
152,605,1014,541,2020-01-09 13:24:19.459459459,1482.6240911745922,0.0,Partner,High,WH-3,Overnight,Backorder,Unsatisfied,False,Not Specified,Credit Card,False,West,Mexico
153,379,1072,532,2020-01-06 22:16:12.972972973,9494.184324576288,0.1,Direct,Medium,WH-1,2-Day,Delivered,Neutral,False,Unknown,PayPal,True,West,Mexico
154,643,1024,549,2020-01-04 21:50:16.216216216,1765.4942792979723,0.0,Partner,High,WH-2,Express,Delivered,Unsatisfied,True,Not Specified,Cash,False,East,Mexico
155,518,1085,550,2020-01-09 08:38:55.135135135,5096.553818483975,0.15,Reseller,Critical,WH-2,2-Day,Cancelled,Neutral,False,Late,Cash,True,West,USA
156,976,1081,515,2020-01-02 07:08:06.486486486,9017.459255455597,0.15,Direct,Low,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,Wire Transfer,False,East,Mexico
157,884,1012,523,2020-01-05 01:17:50.270270270,4234.8977301931445,0.2,Reseller,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Late,Cash,False,North,USA
